PaperID,TaxonomicName,Family,Genus,ScientificName,Source,
CD004,Mussidae,Faviidae,,,,
CD004,Oculinidae,Oculinidae,,,,
CD004,Pectiniidae,,,,,Name no longer used
CD004,Pocilloporidae,Pocilloporidae,,,,
CD004,Poritidae,Poritidae,,,,
CD004,Siderastreidae,Rhizangiidae,,,,
CD006,Acropora sp,Acroporidae,Acropora,,,
CD006,Porites sp,Poritidae,Porites,,,
CD006,Montipora sp,Acroporidae,Montipora,,,
CD006,Pocillopora sp,Pocilloporidae,Pocillopora,,,
CD007,Montastraea faveolata,Montastraeidae,Montastraea,,,
CD007,Agaricia agaricites,Agariciidae,Agaricia,,,
CD007,Acropora palmata,Acroporidae,Acropora,,,
CD007,Colpophyllia natans,Faviidae,Colpophyllia,,,
CD007,Diploria strigosa,Faviidae,Diploria,,,
CD007,Diploria clivosa,Faviidae,Diploria,,,
CD007,Montastraea annularis,Montastraeidae,Montastraea,,,
CD007,Porites asteroides,Poritidae,Porites,,,
CD007,Siderastrea siderea,Rhizangiidae,Siderastrea,,,
CD017,Acropora cytherea,Acroporidae,Acropora,,,
CD017,Acropora cytherea,Acroporidae,Acropora,,,
CD017,Acropora clathrata,Acroporidae,Acropora,,,
CD017,Acropora abrotenoides,Acroporidae,Acropora,,,
CD017,Acropora c.f. humilis,Acroporidae,Acropora,,,
CD017,Acropora c.f. gemmidera,Acroporidae,Acropora,,,
CD017,Acropora sp,Acroporidae,Acropora,,,
CD024,Diploria clivosa,Faviidae,Diploria,,Figure 3,
CD024,Diploria strigosa,Faviidae,Diploria,,Figure 3,
CD024,Montastraea annularis,Montastraeidae,Montastraea,,Figure 3,
CD024,Montastraea cavernosa,Montastraeidae,Montastraea,,Figure 3,
CD024,Siderastrea siderea,Rhizangiidae,Siderastrea,,Figure 3,
CD025,Diploria labyrinthiformis,Faviidae,Diploria,,,
CD026,Montipora,Acroporidae,Montipora,,Results p1039,
CD026,Isopora,Acroporidae,Isopora,,Results p1039,
CD026,Favia,Faviidae,Favia,,Results p1039,
CD026,Favites,Merulinidae,Favites,,Results p1039,
CD026,Porites massive,Poritidae,Porites,,Figure 6,
CD026,Seriatopora,Pocilloporidae,Seriatopora,,Results p1039,
CD026,Goniastrea,Merulinidae,Goniastrea,,Results p1039,
CD026,Coscinarea,Coscinaraeidae,Coscinarea,,Results p1039,
CD026,Stylophora,Pocilloporidae,Stylophora,,Results p1039,
CD026,Fungia,Fungiidae,Fungia,,Results p1039,
CD026,Leptoria,Merulinidae,Leptoria,,Figure 6,
CD026,Lobophyllia,Lobophylliidae,Lobophyllia,,Figure 6,
CD026,Platygyra,Merulinidae,Platygyra,,Figure 6,
CD026,Pocillopora,Pocilloporidae,Pocillopora,,Figure 6,
CD026,Acropora bottlebrush,Acroporidae,Acropora,,Figure 6,
CD026,Acropora corymbose,Acroporidae,Acropora,,Figure 6,
CD026,Acropora isopora,Acroporidae,Acropora,,Figure 6,
CD026,Acropora staghorn,Acroporidae,Acropora,,Figure 6,
CD026,Acropora tabular,Acroporidae,Acropora,,Figure 6,
CD027,Montipora submassive,Acroporidae,Montipora,,Table 1,
CD027,Acropora tabular,Acroporidae,Acropora,,Table 1,
CD027,Montipora encrusting/laminar,Acroporidae,Montipora,,Table 1,
CD027,Acropora branching,Acroporidae,Acropora,,Table 1,
CD027,Echinopora laminar,Merulinidae,Echinopora,,Table 1,
CD027,Porites massive,Poritidae,Porites,,Table 1,
CD027,Favites encrusting,Merulinidae,Favites,,Table 1,
CD027,Cyphastrea encrusting,Merulinidae,Cyphastrea,,Table 1,
CD027,Porites encrusting,Poritidae,Porites,,Table 1,
CD027,Platygyra encrusting,Merulinidae,Platygyra,,Table 1,
CD028,Anacropora,Acroporidae,Anacropora,,Figure 6,
CD028,Astrocoenids,Astrocoeniidae,,,Figure 6,
CD028,Acropora tabular,Acroporidae,Acropora,,Figure 6,
CD028,Acropora bottlebrush,Acroporidae,Acropora,,Figure 6,
CD028,Astreopora,Acroporidae,Astreopora,,Figure 6,
CD028,Acropora digitate,Acroporidae,Acropora,,Figure 6,
CD028,Merulinids,Merulinidae,,,Figure 6,
CD028,Diploastrea,Diploastreidae,Diploastrea,,Figure 6,
CD028,Siderastreidae,Rhizangiidae,,,Figure 6,
CD028,Acropora staghorn,Acroporidae,Acropora,,Figure 6,
CD028,Acropora bushy,Acroporidae,Acropora,,Figure 6,
CD028,Millepora/Heliopora,,,,Figure 6,
CD028,Poritids,Poritidae,,,Figure 6,
CD028,Mussids,Faviidae,,,Figure 6,
CD028,Stylophora,Pocilloporidae,Stylophora,,Figure 6,
CD028,Dendrophyllids,Dendrophylliidae,,,Figure 6,
CD028,Euphyllidae,Euphylliidae,,,Figure 6,
CD028,Seriatopora,Pocilloporidae,Seriatopora,,Figure 6,
CD028,Oculinids,Oculinidae,,,Figure 6,
CD028,Acropora corymbose,Acroporidae,Acropora,,Figure 6,
CD028,Acropora isopora,Acroporidae,Acropora,,Figure 6,
CD028,Gonipora/Alveopora,,,,Figure 6,
CD028,Pectinids,,,,Figure 6,Name no longer used
CD028,Pocillopora,Pocilloporidae,Pocillopora,,Figure 6,
CD028,Favids,Faviidae,,,Figure 6,
CD028,Platygyra/Goniastrea,Merulinidae,,,Figure 6,
CD028,Agariciidae,Agariciidae,,,Figure 6,
CD028,Fungids,Fungiidae,,,Figure 6,
CD028,Porites branching,Poritidae,Porites,,Figure 6,
CD028,Favia/Favites/Montastrea,,,,Figure 6,
CD028,Montipora,Acroporidae,Montipora,,Figure 6,
CD028,Porites massive,Poritidae,Porites,,Figure 6,
CD029,Ctenactis,Fungiidae,Ctenactis,,Figure 4,
CD029,Porites branching,Poritidae,Porites,,Figure 4,
CD029,Herpolitha,Fungiidae,Herpolitha,,Figure 4,
CD029,Fungia,Fungiidae,Fungia,,Figure 4,
CD029,Pachyseris,Agariciidae,Pachyseris,,Figure 4,
CD029,Galaxea,Euphylliidae,Galaxea,,Figure 4,
CD029,Oxypora,Lobophylliidae,Oxypora,,Figure 4,
CD029,Montipora,Acroporidae,Montipora,,Figure 4,
CD029,Pavona,Agariciidae,Pavona,,Figure 4,
CD029,Favites,Merulinidae,Favites,,Figure 4,
CD029,Goniastrea,Merulinidae,Goniastrea,,Figure 4,
CD029,Diploastrea,Diploastreidae,Diploastrea,,Figure 4,
CD029,Cyphastrea,Merulinidae,Cyphastrea,,Figure 4,
CD029,Favia,Faviidae,Favia,,Figure 4,
CD029,Leptoseris,Agariciidae,Leptoseris,,Figure 4,
CD029,Mycedium,Merulinidae,Mycedium,,Figure 4,
CD029,Heliofungia,Fungiidae,Heliofungia,,Figure 4,
CD029,Porites massive,Poritidae,Porites,,Figure 4,
CD030,Acroporidae,Acroporidae,,,Figure 5,
CD030,Agariciidae,Agariciidae,,,Figure 5,
CD030,Faviidae,Faviidae,,,Figure 5,
CD030,Fungiidae,Fungiidae,,,Figure 5,
CD030,Merulinidae,Merulinidae,,,Figure 5,
CD030,Mussidae,Faviidae,,,Figure 5,
CD030,Pocilloporidae,Pocilloporidae,,,Figure 5,
CD030,Poritidae,Poritidae,,,Figure 5,
CD031,NA,,,,,
CD032,Acropora,Acroporidae,Acropora,,Table 1,
CD033,Acroporidae,Acroporidae,,,"Methods, Data Analysis, p. 1047",
CD033,Pocilloporidae,Pocilloporidae,,,"Methods, Data Analysis, p. 1047",
CD033,Poritidae,Poritidae,,,"Methods, Data Analysis, p. 1047",
CD033,Faviidae,Faviidae,,,"Methods, Data Analysis, p. 1047",
CD033,Agariciidae,Agariciidae,,,"Methods, Data Analysis, p. 1047",
CD033,Fungiidae,Fungiidae,,,"Methods, Data Analysis, p. 1047",
CD033,Merulinidae,Merulinidae,,,"Methods, Data Analysis, p. 1047",
CD033,Mussidae,Faviidae,,,"Methods, Data Analysis, p. 1047",
CD033,Oculinidae,Oculinidae,,,"Methods, Data Analysis, p. 1047",
CD033,Pectiniidae,,,,"Methods, Data Analysis, p. 1047",Name no longer used
CD033,Siderastreidae,Rhizangiidae,,,"Methods, Data Analysis, p. 1047",
CD003,Acroporidae,Acroporidae,,,,
CD003,Agariciidae,Agariciidae,,,,
CD003,Poritidae,Poritidae,,,,
CD008,Agaricia spp,Agariciidae,Agaricia,,,
CD008,Acropora palmata,Acroporidae,Acropora,,,
CD008,Colpophyllia natans,Faviidae,Colpophyllia,,,
CD008,Dichocoenia stokesi,Meandrinidae,Dichocoenia,,,
CD008,Diploria strigosa,Faviidae,Diploria,,,
CD008,Favia fragum,Faviidae,Favia,,,
CD008,"Montastraea ""annularis""",Montastraeidae,Montastraea,,,
CD008,Montastraea cavernosa,Montastraeidae,Montastraea,,,
CD008,Millepora spp,Milleporidae,Millepora,,,
CD008,Mycetophyllia spp,Faviidae,Mycetophyllia,,,
CD008,Porites astreoides,Poritidae,Porites,,,
CD008,Porites porites,Poritidae,Porites,,,
CD008,Scolymia spp,Faviidae,Scolymia,,,
CD008,Siderastrea siderea,Rhizangiidae,Siderastrea,,,
CD008,Montastraea faveolata,Montastraeidae,Montastraea,,,
CD008,Monstastraea annularis,Montastraeidae,Monstastraea,,,
CD008,Montastraea franksi,Montastraeidae,Montastraea,,,
CD008,Acropora cervicornis,Acroporidae,Acropora,,,
CD008,Diploria labyrinthiformis,Faviidae,Diploria,,,
CD008,Millepora complanata,Milleporidae,Millepora,,,
CD008,Diploria clivosa,Faviidae,Diploria,,,
CD010,Acropora palmata,Acroporidae,Acropora,,,
CD044,Montipora digitata,Acroporidae,Montipora,,,
CD014,Porites,Poritidae,Porites,,,
CD019,Acanthastrea,Lobophylliidae,Acanthastrea,,Table 5,
CD019,Acropora,Acroporidae,Acropora,,Table 5,
CD019,Alveopora,Acroporidae,Alveopora,,Table 5,
CD019,Anomastrea,Coscinaraeidae,Anomastrea,,Table 5,
CD019,Coscinarea,Coscinaraeidae,Coscinarea,,Table 5,
CD019,Cyphastrea,Merulinidae,Cyphastrea,,Table 5,
CD019,Dipsastrea,Merulinidae,Dipsastrea,,Table 5,
CD019,Echinophyllia,Lobophylliidae,Echinophyllia,,Table 5,
CD019,Echinopora,Merulinidae,Echinopora,,Table 5,
CD019,Faviidae,Faviidae,,,Table 5,
CD019,Goniopora,Poritidae,Goniopora,,Table 5,
CD019,Hydnophora,Merulinidae,Hydnophora,,Table 5,
CD019,Leptastrea,Leptastreidae,Leptastrea,,Table 5,
CD019,Montipora,Acroporidae,Montipora,,Table 5,
CD019,Oxypora,Lobophylliidae,Oxypora,,Table 5,
CD019,Pavona,Agariciidae,Pavona,,Table 5,
CD019,Platygyra,Merulinidae,Platygyra,,Table 5,
CD019,Plesiastrea,Plesiastreidae,Plesiastrea,,Table 5,
CD019,Pocillopora,Pocilloporidae,Pocillopora,,Table 5,
CD019,Porites,Poritidae,Porites,,Table 5,
CD019,Psammacora,Psammocoridae,Psammacora,,Table 5,
CD019,Siderastrea,Rhizangiidae,Siderastrea,,Table 5,
CD019,Stylophora,Pocilloporidae,Stylophora,,Table 5,
CD019,Symphyllia,Lobophylliidae,Symphyllia,,Table 5,
CD019,Turbinaria,Dendrophyllidae,Turbinaria,,Table 5,
CD019,Palythoa,Sphenopidae,Palythoa,,Table 5,
CD022,Montastraea annularis (species complex),Montastraeidae,Montastraea,,Title,
CD035,Acropora,Acroporidae,Acropora,,Table 3,
CD035,Isopora,Acroporidae,Isopora,,Table 3,
CD035,Astreopora,Acroporidae,Astreopora,,Table 3,
CD035,Montipora,Acroporidae,Montipora,,Table 3,
CD035,Pocillopora,Pocilloporidae,Pocillopora,,Table 3,
CD035,Seriatopora,Pocilloporidae,Seriatopora,,Table 3,
CD035,Stylophora,Pocilloporidae,Stylophora,,Table 3,
CD035,Porites,Poritidae,Porites,,Table 3,
CD035,Goniopora,Poritidae,Goniopora,,Table 3,
CD035,Mussidae,Faviidae,,,Table 3,
CD035,Favia,Faviidae,Favia,,Table 3,
CD035,Cyphastrea,Merulinidae,Cyphastrea,,Table 3,
CD035,Psammacora,Psammocoridae,Psammacora,,Table 3,
CD035,Turbinaria,Dendrophyllidae,Turbinaria,,Table 3,
CD035,Alcyoniidae,Alcyoniidae,,,Table 3,
CD036,Porites,Poritidae,Porites,,Table 1,
CD036,Acropora,Acroporidae,Acropora,,Table 1,
CD036,Pocillopora,Pocilloporidae,Pocillopora,,Table 1,
CD036,Favids,Faviidae,,,Table 1,
CD037,Montastraea faveolata,Montastraeidae,Montastraea,,Figure 2,
CD037,Siderastrea siderea,Rhizangiidae,Siderastrea,,Figure 2,
CD037,Colpophyllia natans,Faviidae,Colpophyllia,,Figure 2,
CD038,Montastraea annularis,Montastraeidae,Montastraea,,"Materials and Methods, Field data collection methods, p e57164",
CD039,Acropora muricata,Acroporidae,Acropora,,"Materials and methods, Coral disease surveys, p 3",
CD040,Acropora muricata,Acroporidae,Acropora,,"Materials and methods, Study site and sampling design p 475",
CD040,Acropora abrolhosensis,Acroporidae,Acropora,,"Materials and methods, Study site and sampling design p 475",
CD040,Acropora intermedia,Acroporidae,Acropora,,"Materials and methods, Study site and sampling design p 475",
CD041,Agaricia,Agariciidae,Agaricia,,Table 3,
CD041,Diploria,Faviidae,Diploria,,Table 3,
CD041,Montastraea,Montastraeidae,Montastraea,,Table 3,
CD041,Porites,Poritidae,Porites,,Table 3,
CD041,Siderastrea,Rhizangiidae,Siderastrea,,Table 3,
CD042,Acropora cervicornis,Acroporidae,Acropora,,Table 1,
CD042,Agaricia agaricites,Agariciidae,Agaricia,,Table 1,
CD042,Agaricia agaricites f. carinata,Agariciidae,Agaricia,,Table 1,
CD042,Agaricia agaricites f. danai,Agariciidae,Agaricia,,Table 1,
CD042,Colpophyllia breviserialis,Faviidae,Colpophyllia,,Table 1,
CD042,Dendrogyra cyilindrus,Meandrinidae,Dendrogyra,,Table 1,
CD042,Eusmilia fastigiata,Meandrinidae,Eusmilia,,Table 1,
CD042,Madracis decactis,Pocilloporidae,Madracis,,Table 1,
CD042,Madracis mirabilis,Pocilloporidae,Madracis,,Table 1,
CD042,Meandrina meandrites,Meandrinidae,Meandrina,,Table 1,
CD042,Porites asteroides,Poritidae,Porites,,Table 1,
CD042,Porites porites,Porititae,Porites,,Table 1,
CD042,Siderastrea siderea,Rhizangiidae,Siderastrea,,Table 1,
CD042,Millepora alcicornis,Milleporidae,Millepora,,Table 1,
CD042,Montastraea annularis,Montastraeidae,Montastraea,,Table 1,
CD042,Montastraea faveolata,Montastraeidae,Montastraea,,Table 1,
CD042,Montastraea franksi,Montastraeidae,Montastraea,,Table 1,
CD042,Stephanocoenia intersepta,Astrocoeniidae,Stephanocoenia,,Table 1,
CD042,Colpophyllia natans,Faviidae,Colpophyllia,,Table 1,
CD042,Diploria labyrinthiformis,Faviidae,Diploria,,Table 1,
CD042,Mycetophyllia aliciae,Faviidae,Mycetophyllia,,Table 1,
CD042,Montastraea cavernosa,Montastraeidae,Montastraea,,Table 1,
CD042,Diploria strigosa,Faviidae,Diploria,,Table 1,
CD009,Montastraea annularis,Montastraeidae,Montastraea,,"Materials and methods, Sampling and study design p 35",
CD011,Mussimilia braziliensis,Faviidae,Mussimilia,,Title,
CD015,Acropora cervicornis,Acroporidae,Acropora,,Title,
CD020,Montipora,Acroporidae,Montipora,,Table 1,
CD020,Dipsastrea,Merulinidae,Dipsastraea,,Table 1,
CD020,Psammocora,Psammocoridae,Psammocora,,Table 1,
CD020,Gardineroseris,Agariciidae,Gardineroseris,,Table 1,
CD020,Astreopora,Acroporidae,Astreopora,,Table 1,
CD020,Pavona,Agariciidae,Pavona,,Table 1,
CD020,Platygyra,Merulinidae,Platygyra,,Table 1,
CD020,Coelastrea,Merulinidae,Coelastrea,,Table 1,
CD020,Gonipora,Poritidae,Gonipora,,Table 1,
CD016,Acroporidae,Acroporidae,,,Figure 3,
CD016,Dendrophylliidae,Dendrophylliidae,,,Figure 3,
CD016,Agariciidae,Agariciidae,,,Figure 3,
CD016,Fungidae,Fungiidae,,,Figure 3,
CD016,Merulinidae,Merulinidae,,,Figure 3,
CD016,Oculinidae,Oculinidae,,,Figure 3,
CD016,Pocilloporidae,Pocilloporidae,,,Figure 3,
CD016,Pectinidae,,,,Figure 3,Name no longer used
CD016,Poritidae,Poritidae,,,Figure 3,
CD016,Siderastreidae,Rhizangiidae,,,Figure 3,
CD046,Agaricia agaricites,Agariciidae,Agaricia,,Table 2,
CD046,Agaricia fragilis,Agariciidae,Agaricia,,Table 2,
CD046,Agaricia humilis,Agariciidae,Agaricia,,Table 2,
CD046,Agaricia lamarcki,Agariciidae,Agaricia,,Table 2,
CD046,Acropora palmata,Acroporidae,Acropora,,Table 2,
CD046,Agaricia tenuifoila,Agariciidae,Agaricia,,Table 2,
CD046,Colpophyllia natans,Faviidae,Colpophyllia,,Table 2,
CD046,Dendrogyra cyilindrus,Meandrinidae,Dendrogyra,,Table 2,
CD046,Diploria labyrinthiformis,Faviidae,Diploria,,Table 2,
CD046,Dichocoenia stokesii,Meandrinidae,Dichocoenia,,Table 2,
CD046,Eusmilia fastigiata,Meandrinidae,Eusmilia,,Table 2,
CD046,Favia fragum,Faviidae,Favia,,Table 2,
CD046,Isophyllia rigida,Faviidae,Isophyllia,,Table 2,
CD046,Mancina areolata,Faviidae,Manicina,,Table 2,
CD046,Montastraea cavernosa,Montastraeidae,Montastraea,,Table 2,
CD046,Madracis decactis,Pocilloporidae,Madracis,,Table 2,
CD046,Meandrina jacksoni,Meandrinidae,Meandrina,,Table 2,
CD046,Meandrina meandrites,Meandrinidae,Meandrina,,Table 2,
CD046,Mycetophyllia sp,Faviidae,Mycetophyllia,,Table 2,
CD046,Orbicella annularis,Merulinidae,Astraea,,Table 2,
CD046,Orbicella faveolata,Merulinidae,Astraea,,Table 2,
CD046,Orbicella franksi,Merulinidae,Astraea,,Table 2,
CD046,Porites astreoides,Poritidae,Porites,,Table 2,
CD046,Pseudodiploria clivosa,Faviidae,Pseudodiploria,,Table 2,
CD046,Porites furcata,Poritidae,Porites,,Table 2,
CD046,Porites porites,Poritidae,Porites,,Table 2,
CD046,Pseudodiploria strigosa,Faviidae,Pseudodiploria,,Table 2,
CD046,Solenastrea bournoni,,Solenastrea,,Table 2,incertae sedis
CD046,Scolymia sp,Faviidae,Scolymia,,Table 2,
CD046,Isophyllia sinuosa,Faviidae,Isophyllia,,Table 2,
CD046,Siderastrea radians,Rhizangiidae,Siderastrea,,Table 2,
CD046,Siderastrea siderea,Rhizangiidae,Siderastrea,,Table 2,
CD047,Acropora hyacinthus,Acroporidae,Acropora,,"Results, Taxonomic susceptibility p 3",
CD047,Acropora clathrata,Acroporidae,Acropora,,"Results, Taxonomic susceptibility p 3",
CD047,Acropora cytherea,Acroporidae,Acropora,,"Results, Taxonomic susceptibility p 3",
CD047,Pocillopora spp,Pocilloporidae,Pocillopora,,"Results, Taxonomic susceptibility p 3",
CD047,Montipora spp,Acroporidae,Montipora,,"Results, Taxonomic susceptibility p 3",
CD047,Porites spp,Poritidae,Porites,,"Results, Taxonomic susceptibility p 3",
CD048,Turbinaria mesenterina,Dendrophyllidae,Turbinaria,,Title,
CD049,Acropora,Acroporidae,Acropora,,"Results, Coral Recruitment and Disease e1548",
CD049,Pocillopora,Pocilloporidae,Pocillopora,,"Results, Coral Recruitment and Disease e1548",
CD049,Faviids,Faviidae,,,"Results, Coral Recruitment and Disease e1548",
CD051,Acropora,Acroporidae,Acropora,,Table 1,
CD051,Isopora,Acroporidae,Isopora,,Table 1,
CD051,Galaxea,Euphylliidae,Galaxea,,Table 1,
CD051,Pocillopora,Pocilloporidae,Pocillopora,,Table 1,
CD052,Porites sp,Poritidae,Porites,,Fig 6,
CD052,Galaxea sp,Euphylliidae,Galaxea,,Fig 6,
CD052,Diploastrea sp,Diploastreidae,Diploastrea,,Fig 7,
CD052,Pavona sp,Agariciidae,Pavona,,Fig 7,
CD052,Acropora sp,Acroporidae,Acropora,,Fig 6,
CD053,Montipora spp,Acroporidae,Montipora,,Fig 2,
CD053,Acropora spp,Acroporidae,Acropora,,Results 3.2.2 pg 109,
CD054,Montipora sp,Acroporidae,Montipora,,Results and Discussion pg 183,
CD054,Porites sp,Poritidae,Porites,,Results and Discussion pg 183,
CD054,Pocillopora sp,Pocilloporidae,Pocillopora,,Results and Discussion pg 183,
CD054,Acropora sp,Acroporidae,Acropora,,Results and Discussion pg 183,
CD055,Colpophyllia natans,Faviidae,Colpophyllia,,Methods pg 63,
CD055,Montastraea faveolata,Montastraeidae,Montastraea,,Methods pg 63,
CD055,Montastraea annularis,Montastraeidae,Montastraea,,Methods pg 63,
CD055,Diploria labyrinthiformis,Faviidae,Diploria,,Methods pg 63,
CD055,Diploria strigosa,Faviidae,Diploria,,Methods pg 63,
CD055,Stephanocoenia michelinii,Astrocoeniidae,Stephanocoenia,,Methods pg 63,
CD056,Acroporidae,Acroporidae,,,Figure 2,
CD056,Pocilloporidae,Pocilloporidae,,,Figure 2,
CD056,Oculiniidae,Oculinidae,,,Figure 2,
CD056,Merulinidae,Meurlinidae,,,Figure 2,
CD056,Poritidae,Poritidae,,,Figure 2,
CD056,Pectiniidae,,,,Figure 2,Name no longer used
CD056,Faviidae,Faviidae,,,Figure 2,
CD056,Montipora spp,Acroporidae,Montipora,,Figure 2,
CD057,Acropora cervicornis,Acroporidae,Acropora,,Table 7,
CD057,Acropora palmata,Acroporidae,Acropora,,Table 7,
CD057,Agaricia agaricites,Agariciidae,Agaricia,,Table 7,
CD057,Agaricia fragilis,Agariciidae,Agaricia,,Table 7,
CD057,Agaricia lamarcki,Agariciidae,Agaricia,,Table 7,
CD057,Cladocora arbuscula,Cladocoridae,Cladocora,,Table 7,
CD057,Colpophyllia natans,Faviidae,Colpophyllia,,Table 7,
CD057,Dendrogyra cylindrus,Meandrinidae,Dendrogyra,,Table 7,
CD057,Dichocoenia stokesi,Meandrinidae,Dichocoenia,,Table 7,
CD057,Diploria clivosa,Faviidae,Diploria,,Table 7,
CD057,Diploria labyrinthiformis,Faviidae,Diploria,,Table 7,
CD057,Diploria strigosa,Faviidae,Diploria,,Table 7,
CD057,Eusimilia fastigiata,Meandrinidae,Eusmilia,,Table 7,
CD057,Favia fragum,Faviidae,Favia,,Table 7,
CD057,Isophyllastraea rigida,Faviidae,Isophyllia,,Table 7,
CD057,Isophyllia sinuosa,Faviidae,Isophyllia,,Table 7,
CD057,Leptoseris cucullata,Agariciidae,Leptoseris,,Table 7,
CD057,Madracis decactis,Pocilloporidae,Madracis,,Table 7,
CD057,Madracis mirabilis,Pocilloporidae,Madracis,,Table 7,
CD057,Manicina areolata,Faviidae,Manicina,,Table 7,
CD057,Meandrina meandrites,Meandrinidae,Meandrina,,Table 7,
CD057,Millepora alcicornis,Milleporidae,Millepora,,Table 7,
CD057,Millepora complanata,Milleporidae,Millepora,,Table 7,
CD057,Montastraea annularis,Montastraeidae,Montastraea,,Table 7,
CD057,Montastraea cavernosa,Montastraeidae,Montastraea,,Table 7,
CD057,Mussa angulosa,Faviidae,Mussa,,Table 7,
CD057,Mycetophyllia aliciae,Faviidae,Mycetophyllia,,Table 7,
CD057,Mycetophyllia danaana,Faviidae,Mycetophyllia,,Table 7,
CD057,Mycetophyllia ferox,Faviidae,Mycetophyllia,,Table 7,
CD057,Mycetophyllia lamarckiana,Faviidae,Mycetophyllia,,Table 7,
CD057,Oculina diffusa,Oculinidae,Oculina,,Table 7,
CD057,Porites astreoides,Poritidae,Porites,,Table 7,
CD057,Porites branneri,Poritidae,Porites,,Table 7,
CD057,Porites porites,Poritidae,Porites,,Table 7,
CD057,Scolymia cubensis,Faviidae,Scolymia,,Table 7,
CD057,Scolymia lacera,Faviidae,Scolymia,,Table 7,
CD057,Siderastrea radians,Rhizangiidae,Siderastrea,,Table 7,
CD057,Siderastrea siderea,Rhizangiidae,Siderastrea,,Table 7,
CD057,Solenastrea bournoni,,Solenastrea,,Table 7,
CD057,Solenastrea hyades,,Solenastrea,,Table 7,
CD057,Stephanocoenia michelinii,Astrocoeniidae,Stephanocoenia,,Table 7,
CD058,Montastraea annularis complex,Montastraeidae,Montastraea,,Abstract,
CD058,Siderastrea siderea,Rhizangiidae,Siderastrea,,Abstract,
CD058,Stephanocoenia michelinii,Astrocoeniidae,Stephanocoenia,,Abstract,
CD059,Porites sp,Poritidae,Porites,,Introduction pg 2,
CD059,Porites lutea,Poritidae,Porites,,Introduction pg 2,
CD059,Porites solida,Poritidae,Porites,,Introduction pg 2,
CD059,Favia,Faviidae,Favia,,Introduction pg 2,
CD059,Favites,Merulinidae,Favites,,Introduction pg 2,
CD059,Platygyra,Merulinidae,Platygyra,,Introduction pg 2,
CD059,Goniastrea,Merulinidae,Goniastrea,,Introduction pg 2,
CD059,Acropora sp,Acroporidae,Acropora,,Introduction pg 2,
CD059,Heliopora sp,Helioporidae,Heliopora,,Introduction pg 2,
CD059,Fungiidae,Fungiidae,,,Introduction pg 2,
CD059,Faviidae,Faviidae,,,Introduction pg 2,
CD060,Dichocoenia stokesi,Meandrinidae,Dichocoenia,,Abstract,
CD061,Montipora,Acroporidae,Montipora,,Results pg 525,
CD061,Acropora,Acroporidae,Acropora,,Results pg 526,
CD061,Porites,Poritidae,Porites,,Results pg 527,
CD061,Millepora,Milleporidae,Millepora,,Results pg 527,
CD061,Stylophora/Faviid,,,,Results pg 527,
CD062,tabular Acropora,Acroporidae,Acropora,,Methods pg 2,
CD062,Acropora hyacinthus,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora cytherea,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora clathrata,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora glauca,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora microclados,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora subulata,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora anthoecercis,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora solitaryensis,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora granulosa,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora loripes,Acroporidae,Acropora,,Methods pg 4,
CD062,Acropora caroliniana,Acroporidae,Acropora,,Methods pg 4,
CD063,Porites sp,Poritidae,Porites,,Results pg 3,
CD063,Acropora sp,Acroporidae,Acropora,,Results pg 3,
CD065,Porites lutea,Poritidae,Porites,,Abstract,
CD066,Acropora,Acroporidae,Acropora,,Figure 2,
CD066,Astreopora,Acroporidae,Astreopora,,Figure 2,
CD066,Favia,Faviidae,Favia,,Figure 2,
CD066,Goniopora,Poritidae,Goniopora,,Figure 2,
CD066,Hydnophora,Merulinidae,Hydnophora,,Figure 2,
CD066,Montastrea,Montastraeidae,Montastraea,,Figure 2,
CD066,Platygyra,Merulinidae,Platygyra,,Figure 2,
CD066,Pocillopora,Pocilloporidae,Pocillopora,,Figure 2,
CD066,Porites,Poritidae,Porites,,Figure 2,
CD066,Fungia,Fungiidae,Fungia,,Table 3,
CD066,Galaxea,Euphylliidae,Galaxea,,Table 3,
CD066,Montipora,Acroporidae,Montipora,,Table 3,
CD066,Pavona,Agariciidae,Pavona,,Table 3,
CD066,Echinopora,Merulinidae,Echinopora,,Figure 3,
CD066,Diploastrea,Diploastreidae,Diploastrea,,Figure 4,
CD067,Montastraea faveolata,Montastraeidae,Montastraea,,Abstract,
CD068,Orbicella faveolata,Merulinidae,Astraea,,Abstract,
CD068,Orbicella franksi,Merulinidae,Astraea,,Abstract,
CD070,Acropora,Acroporidae,Acropora,,Results pg 65,
CD070,Porites,Poritidae,Porites,,Results pg 65,
CD070,Favia,Faviidae,Favia,,Results pg 65,
CD070,Goniastrea,Merulinidae,Goniastrea,,Results pg 65,
CD070,Platygyra,Merulinidae,Platygya,,Results pg 65,
CD034,Montastraea annularis,Montastraeidae,Montastraea,,Results pg 297,
